ID,Plot,State,Dom_SPP,Focal_SPP,Transplant,Type,PSF,Census,Date,Surv1,Height,Leaves,Tiller,Long,Short,Surv2,logMass.harv,logMass.both
53,55,S,BOER,BOGR,BOGR,Live,Home,8,4-Jun-15,1,6.6,,2,0.3,0.3,1,-1.138118,-0.988844
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,11.4,,18,2.1,1.8,1,0.9645783,0.236474
55,56,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,5.9,,8,2.5,1.5,1,0.7462058,0.625112
56,56,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,5.6,,2,0.6,0.2,1,-1.159444,-0.943053
57,56,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,6.8,,9,1.4,1,1,-0.1756198,-0.4675598
58,56,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
59,56,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,5.6,,8,2.1,1.5,0,0.5260126,0.470556
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,7,,10,2.8,2.1,1,1.2412659,1.046022
61,59,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.9,,6,0.9,0.4,1,-0.6635783,-0.751254
62,59,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
63,59,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,5.5,,5,0.9,0.5,0,-0.7860334,-0.7482733
64,59,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,1,3.2,,4,1.3,0.6,1,-0.5688577,-0.6158155
65,59,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,6.2,,10,1.2,0.9,1,-0.1798225,-0.343426
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,4.4,,2,0.4,0.2,0,-1.1487602,-0.90986
67,61,S,BOGR,BOER,BOGR,Live,Away,8,4-Jun-15,1,9.1,,30,3.1,2.2,1,1.9698605,0.820722
68,61,S,BOGR,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
70,61,S,BOGR,BOGR,BOER,Live,Away,8,4-Jun-15,1,5.8,,7,1.8,0.9,1,-0.0625229,-0.3435717
71,61,S,BOGR,BOGR,BOGR,Live,Home,8,4-Jun-15,1,10.6,,7,2.2,1.8,1,0.7360566,0.490218
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.54644,-0.97222
73,67,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,9.7,,4,0.9,0.7,1,-0.5526726,-0.657976
74,67,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
75,67,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
76,67,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,1,4.1,,8,1.6,1.2,1,-0.025454,-0.4396785
77,67,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,5,,5,0.7,0.3,1,-0.8597326,-0.79603
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,7.7,,4,1.4,0.4,1,-0.4346662,-0.54542
79,69,S,BOGR,BOER,BOGR,Live,Away,8,4-Jun-15,1,8.6,,5,0.9,0.7,1,-0.5374528,-0.624074
80,69,S,BOGR,BOER,BOER,Live,Home,8,4-Jun-15,1,2.2,,2,0.5,0.2,0,-1.2442577,-0.9731033
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,6.9,,3,0.9,0.3,1,-0.914284,-0.7948745
82,69,S,BOGR,BOGR,BOER,Live,Away,8,4-Jun-15,1,4.3,,6,1,0.7,1,-0.6266825,-0.6957778
83,69,S,BOGR,BOGR,BOGR,Live,Home,8,4-Jun-15,1,3.7,,12,0.9,0.9,1,-0.3151992,-0.38814
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,3.4,,11,2.2,1.5,1,0.6358961,0.564448
85,77,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.2,,8,1.5,0.4,1,-0.2934493,-0.499202
86,77,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,3.9,,2,0.7,0.2,1,-1.1202855,-0.8914042
87,77,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
88,77,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
89,77,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,4.1,,1,,,0,-1.4846698,-1.173982
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,5,,5,1.2,0.8,1,-0.3612246,-0.27205
91,79,S,BOER,BOER,BOGR,Live,Away,8,4-Jun-15,1,5,,10,2.3,1.4,0,0.6342045,0.487166
92,79,S,BOER,BOER,BOER,Live,Home,8,4-Jun-15,1,8.4,,2,0.7,0.2,1,-1.0800015,-0.9104617
93,79,S,BOER,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,4.4,,6,1,0.8,0,-0.5804626,-0.7135732
94,79,S,BOER,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
95,79,S,BOER,BOGR,BOGR,Live,Home,8,4-Jun-15,1,8.2,,3,0.5,0.3,1,-0.989974,-0.99323
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,5.9,,3,0.9,0.3,1,-0.793056,-0.720842
97,89,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.4,,3,0.9,0.3,1,-0.78858,-0.743502
98,89,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,2.3,,1,,,0,-1.6309634,-1.1987375
99,89,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
100,89,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
101,89,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,0,,,,,,0,-1.54644,-0.97222
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,3.6,,3,0.5,0.2,1,-1.0764779,-0.847516
103,90,S,BOER,BOER,BOGR,Live,Away,8,4-Jun-15,0,,,,,,0,-1.54644,-0.97222
104,90,S,BOER,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
105,90,S,BOER,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,5.1,,3,1.2,0.4,0,-0.7219422,-0.6712755
106,90,S,BOER,BOGR,BOER,Live,Away,8,4-Jun-15,1,2,,3,0.7,0.3,1,-1.0669026,-0.8630216
107,90,S,BOER,BOGR,BOGR,Live,Home,8,4-Jun-15,1,4.1,,6,1.2,0.5,1,-0.4801885,-0.435486
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,4.5,,3,0.7,0.3,1,-0.9143426,-0.74147
109,93,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,1.9,,1,,,0,-1.5043642,-1.074278
110,93,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,6.5,,4,1.1,0.9,1,-0.5120958,-0.7708053
111,93,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
112,93,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
113,93,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,1.4,,3,0.6,0.4,1,-0.951146,-0.580258
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,2.6,,2,0.5,0.2,1,-1.1104969,-0.786246
115,95,S,BOER,BOER,BOGR,Live,Away,8,4-Jun-15,0,,,,,,0,-1.54644,-0.97222
116,95,S,BOER,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
117,95,S,BOER,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,3.6,,6,1.4,0.7,1,-0.4154413,-0.5150161
118,95,S,BOER,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
119,95,S,BOER,BOGR,BOGR,Live,Home,8,4-Jun-15,1,3.4,,2,1.1,0.2,1,-0.7770739,-0.570274
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.54644,-0.97222
1,19,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,6.7,,4,0.9,0.5,0,-0.670178,-0.647532
2,19,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,6,,5,1.3,0.8,1,-0.4280757,-0.6247093
3,19,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
4,19,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
5,19,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,1,10.5,,6,1.7,1.2,1,0.1662617,-0.076038
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,11.4,,1,,,1,-1.4193202,-1.504818
7,23,S,BOGR,BOER,BOGR,Live,Away,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
8,23,S,BOGR,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,9,8-Jul-15,1,4.2,,9,1.4,1,1,-0.198895,-0.4565488
10,23,S,BOGR,BOGR,BOER,Live,Away,9,8-Jul-15,1,4.9,,7,1.8,1.2,1,0.0653944,-0.3918759
11,23,S,BOGR,BOGR,BOGR,Live,Home,9,8-Jul-15,1,4.3,,7,1.4,0.9,1,-0.1632785,-0.125392
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
13,34,S,BOGR,BOER,BOGR,Live,Away,9,8-Jul-15,1,7.8,,3,0.4,0.4,1,-1.002607,-0.954382
14,34,S,BOGR,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
16,34,S,BOGR,BOGR,BOER,Live,Away,9,8-Jul-15,1,4.7,,12,1.1,1,1,-0.2823487,-0.4788902
17,34,S,BOGR,BOGR,BOGR,Live,Home,9,8-Jul-15,1,4.8,,9,1.8,0.6,1,-0.027135,-0.200074
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,5,,2,1,0.2,1,-0.8171276,-0.684824
19,36,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,5.7,,5,1,0.3,1,-0.6903355,-0.70164
20,36,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,7,,5,1.2,0.4,1,-0.6547994,-0.603906
21,36,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
22,36,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,1,10.2,,4,0.5,0.3,1,-1.077183,-0.9489392
23,36,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,1,12.5,,4,1,0.5,1,-0.5638795,-0.86835
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,4.9,,15,3.2,1.1,1,1.1120623,0.602016
25,49,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,0,,,,,,1,-1.54644,-0.97222
26,49,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,6.6,,7,1.2,0.7,1,-0.4722721,-0.5789117
27,49,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
28,49,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
29,49,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,0,,,,,,1,-1.54644,-0.97222
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,3.3,,3,0.4,0.2,1,-1.1335404,-0.875958
31,50,S,BOGR,BOER,BOGR,Live,Away,9,8-Jul-15,1,5,,6,1.2,0.3,0,-0.5627811,-0.60179
32,50,S,BOGR,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
34,50,S,BOGR,BOGR,BOER,Live,Away,9,8-Jul-15,,,,,,,,-1.67662,-1.226705
35,50,S,BOGR,BOGR,BOGR,Live,Home,9,8-Jul-15,1,5.6,,3,0.6,0.2,1,-1.004197,-0.896118
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,15.5,,4,1.4,1,1,-0.0928924,-0.522368
37,52,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,6.8,,2,0.4,0.2,1,-1.1272754,-1.018628
38,52,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,5.7,,7,0.8,0.8,1,-0.6525118,-0.7702693
39,52,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,,,,,,,,-1.67662,-1.226705
40,52,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,1,6.3,,8,1.3,0.7,0,-0.3955138,-0.4954839
41,52,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,1,3.3,,9,1.9,0.6,1,0.0138139,-0.090056
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,4.7,,7,1.1,0.4,1,-0.5494519,-0.583424
43,53,S,BOER,BOER,BOGR,Live,Away,9,8-Jul-15,1,7.5,,20,2,1.8,1,0.9254226,0.339284
44,53,S,BOER,BOER,BOER,Live,Home,9,8-Jul-15,1,6.6,,11,1.3,1.2,1,-0.0910037,-0.4704899
45,53,S,BOER,BOER,BOER,Sterile,Sterile,9,8-Jul-15,1,4.3,,2,0.6,0.3,1,-1.1257569,-0.9549194
46,53,S,BOER,BOGR,BOER,Live,Away,9,8-Jul-15,1,11,,4,0.5,0.4,1,-1.0246967,-0.9696991
47,53,S,BOER,BOGR,BOGR,Live,Home,9,8-Jul-15,1,5.1,,7,1.2,0.4,1,-0.4914942,-0.559514
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,5.5,,5,0.5,0.2,1,-1.0093351,-0.965524
49,55,S,BOER,BOER,BOGR,Live,Away,9,8-Jul-15,1,3.8,,16,2.3,2.1,1,1.091137,0.885156
50,55,S,BOER,BOER,BOER,Live,Home,9,8-Jul-15,1,5,,7,1.3,0.8,1,-0.3868937,-0.5450583
51,55,S,BOER,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
52,55,S,BOER,BOGR,BOER,Live,Away,9,8-Jul-15,1,5.8,,13,1.1,0.8,1,-0.3380839,-0.4110969
53,55,S,BOER,BOGR,BOGR,Live,Home,9,8-Jul-15,1,6.5,,3,0.3,0.2,1,-1.1592709,-1.06302
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,10.2,,10,2.8,2.1,1,1.2699123,0.900998
55,56,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,5.7,,9,2.4,1,1,0.488482,0.262398
56,56,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,5.5,,3,0.7,0.2,0,-1.0808953,-0.8604722
57,56,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,1,11.3,,12,1.7,1.4,1,0.2842947,-0.309633
58,56,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
59,56,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,0,,,,,,1,-1.54644,-0.97222
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,6.8,,15,2.4,1.6,1,0.9206794,0.493394
61,59,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,6.7,,7,1,0.4,1,-0.5859248,-0.716102
62,59,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
63,59,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
64,59,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,1,6.7,,5,0.8,0.8,1,-0.6936938,-0.8499203
65,59,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,1,6.2,,11,1.2,1.1,1,-0.0641061,-0.23386
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
67,61,S,BOGR,BOER,BOGR,Live,Away,9,8-Jul-15,1,8.6,,26,2.6,2.2,1,1.593232,0.696992
68,61,S,BOGR,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
70,61,S,BOGR,BOGR,BOER,Live,Away,9,8-Jul-15,1,8.4,,11,1.7,0.9,1,0.0066434,-0.2482
71,61,S,BOGR,BOGR,BOGR,Live,Home,9,8-Jul-15,1,10.9,,9,1.5,0.9,1,0.0003156,-0.414366
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
73,67,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,10,,4,0.9,0.4,1,-0.6859611,-0.859846
74,67,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
75,67,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
76,67,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,1,6.5,,7,1.2,1,1,-0.3371932,-0.6306039
77,67,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,1,4.7,,4,0.6,0.4,1,-0.8965374,-0.745764
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,7.7,,6,1,0.3,1,-0.6473645,-0.80823
79,69,S,BOGR,BOER,BOGR,Live,Away,9,8-Jul-15,1,8.1,,5,1,0.6,1,-0.5328766,-0.622134
80,69,S,BOGR,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,9,8-Jul-15,1,6.4,,5,0.9,0.3,1,-0.868626,-0.717341
82,69,S,BOGR,BOGR,BOER,Live,Away,9,8-Jul-15,1,7.3,,11,1,0.8,1,-0.4291668,-0.5373147
83,69,S,BOGR,BOGR,BOGR,Live,Home,9,8-Jul-15,1,3.5,,15,1.6,1.1,1,0.2294991,-0.007144
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,3.6,,11,2.1,1.9,1,0.7646084,0.764378
85,77,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,6,,6,1.4,0.7,1,-0.2637765,-0.312002
86,77,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,3.3,,2,0.4,0.2,0,-1.2887874,-1.0222111
87,77,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
88,77,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
89,77,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,4.1,,5,1,0.8,1,-0.4780352,-0.315338
91,79,S,BOER,BOER,BOGR,Live,Away,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
92,79,S,BOER,BOER,BOER,Live,Home,9,8-Jul-15,1,8.3,,4,0.7,0.2,1,-1.0307627,-0.8346222
93,79,S,BOER,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
94,79,S,BOER,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
95,79,S,BOER,BOGR,BOGR,Live,Home,9,8-Jul-15,1,8.1,,3,0.6,0.3,1,-0.9364923,-0.94666
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,5.9,,3,0.9,0.3,1,-0.793056,-0.720842
97,89,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,1,6.4,,4,0.7,0.2,1,-0.9175915,-0.906286
98,89,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
99,89,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
100,89,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
101,89,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,3.1,,3,0.4,0.2,1,-1.1353308,-0.866894
103,90,S,BOER,BOER,BOGR,Live,Away,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
104,90,S,BOER,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
105,90,S,BOER,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,1,-1.67662,-1.226705
106,90,S,BOER,BOGR,BOER,Live,Away,9,8-Jul-15,1,1.9,,4,0.8,0.3,0,-0.9883539,-0.7804408
107,90,S,BOER,BOGR,BOGR,Live,Home,9,8-Jul-15,1,4.2,,5,0.9,3,1,0.4656265,1.018768
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,4.3,,3,0.7,0.2,1,-0.9614577,-0.795164
109,93,D,NA,BOER,BOGR,Live,Away,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
110,93,D,NA,BOER,BOER,Live,Home,9,8-Jul-15,1,6.6,,10,1,0.7,1,-0.5058249,-0.5546863
111,93,D,NA,BOER,BOER,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
112,93,D,NA,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
113,93,D,NA,BOGR,BOGR,Live,Home,9,8-Jul-15,1,1.2,,3,0.4,0.4,0,-1.0616902,-0.65527
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,1,2.5,,2,0.4,0.2,1,-1.165769,-0.823752
115,95,S,BOER,BOER,BOGR,Live,Away,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
116,95,S,BOER,BOER,BOER,Live,Home,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
117,95,S,BOER,BOER,BOER,Sterile,Sterile,9,8-Jul-15,1,4.9,,7,1.1,0.4,1,-0.6778415,-0.5640458
118,95,S,BOER,BOGR,BOER,Live,Away,9,8-Jul-15,0,,,,,,0,-1.67662,-1.226705
119,95,S,BOER,BOGR,BOGR,Live,Home,9,8-Jul-15,1,3.1,,4,0.6,0.2,1,-1.00151,-0.798768
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,9,8-Jul-15,0,,,,,,0,-1.54644,-0.97222
1,19,D,NA,BOER,BOGR,Live,Away,10,3-Aug-15,0,,,,,,0,-1.54644,-0.97222
2,19,D,NA,BOER,BOER,Live,Home,10,3-Aug-15,1,6.3,,9,0.4,0.3,1,-1.0411377,-0.788332
3,19,D,NA,BOER,BOER,Sterile,Sterile,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
4,19,D,NA,BOGR,BOER,Live,Away,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
5,19,D,NA,BOGR,BOGR,Live,Home,10,3-Aug-15,1,10.3,,12,1.4,0.7,1,-0.0748809,-0.602578
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,10,3-Aug-15,1,,,,,,1,-1.54644,-0.97222
7,23,S,BOGR,BOER,BOGR,Live,Away,10,3-Aug-15,0,,,,,,,-1.54644,-0.97222
8,23,S,BOGR,BOER,BOER,Live,Home,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,10,3-Aug-15,1,5.3,,13,1.4,1.2,1,0.0018696,-0.3451191
10,23,S,BOGR,BOGR,BOER,Live,Away,10,3-Aug-15,1,6.2,,3,1.4,0.6,1,-0.5126918,-0.6217792
11,23,S,BOGR,BOGR,BOGR,Live,Home,10,3-Aug-15,1,7.2,,13,1.1,0.8,1,-0.1953711,-0.541392
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,10,3-Aug-15,0,,,,,,0,-1.54644,-0.97222
13,34,S,BOGR,BOER,BOGR,Live,Away,10,3-Aug-15,1,14.9,,6,0.9,0.4,1,-0.5919623,-1.113814
14,34,S,BOGR,BOER,BOER,Live,Home,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
16,34,S,BOGR,BOGR,BOER,Live,Away,10,3-Aug-15,1,8.5,,14,1.8,1.1,1,0.2277659,-0.125794
17,34,S,BOGR,BOGR,BOGR,Live,Home,10,3-Aug-15,1,6.3,,9,1.7,0.3,1,-0.204058,-0.498366
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,10,3-Aug-15,1,7.5,,3,0.9,0.2,1,-0.8240575,-0.856112
19,36,D,NA,BOER,BOGR,Live,Away,10,3-Aug-15,1,10.8,,5,0.8,0.2,1,-0.7987588,-1.079606
20,36,D,NA,BOER,BOER,Live,Home,10,3-Aug-15,1,8,,8,0.8,0.4,1,-0.788154,-0.6728142
21,36,D,NA,BOER,BOER,Sterile,Sterile,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
22,36,D,NA,BOGR,BOER,Live,Away,10,3-Aug-15,1,10.6,,5,0.2,0.2,0,-1.2569906,-1.0289012
23,36,D,NA,BOGR,BOGR,Live,Home,10,3-Aug-15,1,15.7,,6,1.1,0.2,1,-0.5666963,-1.19151
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,10,3-Aug-15,1,11.3,,17,2.2,1.1,1,0.6757201,-0.140312
25,49,D,NA,BOER,BOGR,Live,Away,10,3-Aug-15,1,5.4,,3,1.1,0.8,1,-0.4621547,-0.300316
26,49,D,NA,BOER,BOER,Live,Home,10,3-Aug-15,1,8.3,,13,0.9,0.6,1,-0.5151071,-0.4758392
27,49,D,NA,BOER,BOER,Sterile,Sterile,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
28,49,D,NA,BOGR,BOER,Live,Away,10,3-Aug-15,0,,,,,,0,-1.67662,-1.226705
29,49,D,NA,BOGR,BOGR,Live,Home,10,3-Aug-15,1,0.7,,1,,,0,-1.5151066,-1.019894
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,10,3-Aug-15,1,0.3,,1,,,0,-1.5186874,-1.001766
31,50,S,BOGR,BOER,BOGR,Live,Away,10,3-Aug-15,0,,,,,,0,-1.54644,-0.97222
